link,full_name,description,year,mileage_km,fuel_type,price_pln,offer_from,show_vin_offers,has_registration_number,brand,model,version,generation,production_year,mileage,engine_capacity_detail,fuel_type_detail,power,gearbox,autonomy,drive,battery_capacity,type_of_battery_property,fuel_consumption_average,fuel_consumption_outside_city,fuel_consumption_in_city,damaged,body_type,co2_emission,number_of_doors,number_of_seats,color,color_type,manufacturers_warranty_period,or_warranty_up_to_km,country_of_origin,first_registration_date,registration_number,registered_in_poland,first_owner,accident_free,serviced_at_dealership,condition 
https://www.otomoto.pl/osobowe/oferta/audi-a6-45tfsi-quattro-bezwypadkowa-faktura-vat-s-line-matrix-ID6Fp2lZ.html,Audi A6 45 TFSI S tronic sport,1 984 cm3 • 265 KM • 45TFSI quattro bezwypadkowa/ Faktura VAT/ S-line/ Matrix/,2021,46 800 km,Benzyna,208 977,Prywatne,Tak,Tak,Audi,A6,45 TFSI S tronic sport,C8 (2018-),2021,46 800 km,1 984 cm3,Benzyna,265 KM,Automatyczna,,4x4 (dołączany automatycznie),,,,,"8,70 l/100km",Sedan,,,4,5,Srebrny,Metalik,,,Szwecja,16 luty 2021,DSW5199C,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-100-pierwszy-wlasciciel-oryginalny-lakier-ID6GdMNE.html,Audi 100,"1 749 cm3 • 85 KM • PIERWSZY właściciel, oryginalny lakier",1971,88 474 km,Benzyna,34 999,Prywatne,Tak,Tak,Audi,100,,C1 (1968-1976),1971,88 474 km,1 749 cm3,Benzyna,85 KM,Manualna,,,,,,,,Sedan,,,4,,Zielony,,,,,25 październik 1971,xxx,,,Tak,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a5-audi-a5-sportback-lift-3-0tdi-245km-automat-ID6GdMLU.html,Audi A5 3.0 TDI Sportback quattro DPF S tronic,2 967 cm3 • 245 KM • AUDI A5 SPORTBACK LIFT 3.0TDI 245km automat,2013,250 000 km,Diesel,65 000,Prywatne,Tak,Tak,Audi,A5,3.0 TDI Sportback quattro DPF S tronic,8T (2007-2016),2013,250 000 km,2 967 cm3,Diesel,245 KM,Automatyczna,,4x4 (stały),,,,5.1 l/100km,"6,80 l/100km",Coupe,,149 g/km,5,5,Biały,Metalik,,,Niemcy,,,Tak,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-audi-a3-8l-1-9-tdi-asz-130-km-2002r-pierwszy-wlasciciel-ID6GdMJu.html,Audi A3,1 896 cm3 • 130 KM • AUDI A3 8L 1.9 TDI - ASZ - 130 KM - 2002R. - PIERWSZY WŁAŚCICIEL !!!,2002,405 263 km,Diesel,10 900,Prywatne,Tak,Tak,Audi,A3,,8L (1996-2003),2002,405 263 km,1 896 cm3,Diesel,130 KM,Manualna,,Na przednie koła,,,,,,Kompakt,,,5,5,Srebrny,Metalik,,,Niemcy,,,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-pierwszy-wlasciciel-w-polsce-ID6GbNcC.html,Audi A4,1 968 cm3 • 136 KM • Pierwszy Właściciel w Polsce,2011,372 120 km,Diesel,27 500,Prywatne,Tak,Tak,Audi,A4,,B8 (2007-2015),2011,372 120 km,1 968 cm3,Diesel,136 KM,Automatyczna,,Na przednie koła,,,,,,Kombi,,,5,5,Szary,Metalik,,,Belgia,27 wrzesień 2011,PZ 743UN,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-audi-a3-1-9-tdi-2007r-zadbany-maly-przeb-ID6G9ukT.html,Audi A3 1.9 TDI Ambition,1 896 cm3 • 105 KM • Audi A3 1.9 TDI 2007r zadbany maly przeb.,2007,171 000 km,Diesel,17 600,Prywatne,Tak,Tak,Audi,A3,1.9 TDI Ambition,8P (2003-2012),2007,171 000 km,1 896 cm3,Diesel,105 KM,Manualna,,Na przednie koła,,,,4.0 l/100km,6 l/100km,Coupe,,,3,3,Niebieski,Metalik,,,Niemcy,11 kwiecień 2022,PCT 97913,Tak,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-audi-a6-c7-190km-quattro-ID6G5SK9.html,Audi A6 2.0 TDI Quattro S tronic,1 968 cm3 • 190 KM • AUDI A6 C7 190KM Quattro,2016,235 000 km,Diesel,85 900,Prywatne,Tak,Tak,Audi,A6,2.0 TDI Quattro S tronic,C7 (2011-2018),2016,235 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,,4x4 (stały),,,,4.0 l/100km,5 l/100km,Kombi,,128 g/km,4,,Srebrny,,,,Belgia,23 luty 2016,FSU33324,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-1-8t-bex-exclusive-s-line-solar-bi-xen-mmi-bose-skora-amaretto-unikat-ID6GdMIE.html,Audi A4 Avant 1.8T Multitronic,1 781 cm3 • 190 KM • 1.8T Bex EXCLUSIVE S-Line Solar Bi-Xen Mmi Bose Skóra AMARETTO-UNIKAT,2004,219 030 km,Benzyna,31 900,Prywatne,Tak,Tak,Audi,A4,Avant 1.8T Multitronic,B6 (2000-2004),2004,219 030 km,1 781 cm3,Benzyna,190 KM,Automatyczna,,Na przednie koła,,,,6.0 l/100km,11 l/100km,Kombi,,,5,5,Szary,Perłowy,,,Holandia,,,,,Tak,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-s-line-automat-ID6GdMG7.html,Audi A3 35 TDI Sportback S tronic S line,1 968 cm3 • 150 KM • S line Automat,2020,59 246 km,Diesel,69 900,Prywatne,Tak,Tak,Audi,A3,35 TDI Sportback S tronic S line,8Y (2020 - ),2020,59 246 km,1 968 cm3,Diesel,150 KM,Automatyczna,,Na przednie koła,,,,,,Kompakt,Tak,,5,,Szary,,28 Czerwca 2025,100 000 km,Szwajcaria,25 czerwiec 2020,Xxxxxx,,,,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q7-2018-2-0-tfsi-252-km-full-opcja-ID6G3yY0.html,Audi Q7,1 984 cm3 • 251 KM • 2018 / 2.0 TFSI 252 KM / FULL OPCJA !!,2018,105 310 km,Benzyna,169 900,Prywatne,Tak,Tak,Audi,Q7,,II (2015-),2018,105 310 km,1 984 cm3,Benzyna,251 KM,Automatyczna,,4x4 (dołączany automatycznie),,,,,9 l/100km,SUV,,,5,7,Biały,Metalik,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q7-audi-q7-4l-quattro-trzeci-wlasciciel-ID6GdMGN.html,Audi Q7 3.0 TDI Quattro Tiptronic,"2 967 cm3 • 233 KM • Audi Q7 4L Quattro, Trzeci właściciel,",2006,315 000 km,Diesel,37 000,Prywatne,Tak,Tak,Audi,Q7,3.0 TDI Quattro Tiptronic,I (2005-2015),2006,315 000 km,2 967 cm3,Diesel,233 KM,Automatyczna,,4x4 (stały),,,,8.0 l/100km,14 l/100km,SUV,,282 g/km,5,7,Czarny,,,,,06 czerwiec 2008,SR3558P,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-1-8-turbo-s-line-xenon-ledy-z-niemiec-ID6GdMFv.html,Audi A3 1.8 TFSI Sportback S line Sportpaket,1 798 cm3 • 160 KM • 1.8 turbo S-line Xenon LEDY z Niemiec,2009,218 000 km,Benzyna,30 000,Prywatne,Tak,Tak,Audi,A3,1.8 TFSI Sportback S line Sportpaket,8P (2003-2012),2009,218 000 km,1 798 cm3,Benzyna,160 KM,Manualna,,Na przednie koła,,,,5.3 l/100km,"7,90 l/100km",Kompakt,,149 g/km,5,5,Biały,,,,Niemcy,,,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-audi-a3-ID6GdMGg.html,Audi A3 35 TDI Sportback S tronic,1 968 cm3 • 150 KM • Audi A3,2019,44 900 km,Diesel,91 500,Prywatne,Tak,,Audi,A3,35 TDI Sportback S tronic,8V (2012-),2019,44 900 km,1 968 cm3,Diesel,150 KM,Automatyczna,,,,,,,,Kombi,,,5,5,Czarny,,,,,,,Tak,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-audi-a6-avant-40-tdi-quattro-sport-stronic-204km-ID6GdMDx.html,Audi A6 40 TDI mHEV Quattro Sport S tronic,1 968 cm3 • 204 KM • Audi A6 Avant 40 TDI Quattro Sport Stronic 204KM,2021,23 600 km,Diesel,320 000,Prywatne,Tak,Tak,Audi,A6,40 TDI mHEV Quattro Sport S tronic,C8 (2018-),2021,23 600 km,1 968 cm3,Diesel,204 KM,Automatyczna,,4x4 (stały),,,,4.0 l/100km,5 l/100km,Kombi,,125 g/km,5,5,Szary,Perłowy,25 Listopada 2024,90 000 km,Polska,25 listopad 2021,DW1PK11,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a8-sliczna-osemeczka-ktora-oddam-w-dobre-rece-ID6G1nLS.html,Audi A8 3.0 TDI L Quattro,2 967 cm3 • 250 KM • Śliczna Ósemeczka którą oddam w dobre ręce,2011,291 604 km,Diesel,73 000,Prywatne,Tak,Tak,Audi,A8,3.0 TDI L Quattro,D4 (2010-),2011,291 604 km,2 967 cm3,Diesel,250 KM,Automatyczna,,4x4 (stały),,,,5.0 l/100km,8 l/100km,Sedan,,176 g/km,4,4,Czarny,,,,,16 grudzień 2011,KRA 7000X,Tak,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-sprzedam-audi-a6-avant-ID6Gbbro.html,Audi A6 Avant 2.0 TDI Ultra DPF,1 968 cm3 • 190 KM • Sprzedam Audi A6 AVANT,2015,188 000 km,Diesel,48 000,Prywatne,Tak,Tak,Audi,A6,Avant 2.0 TDI Ultra DPF,C7 (2011-2018),2015,188 000 km,1 968 cm3,Diesel,190 KM,Manualna,,Na przednie koła,,,,,"5,30 l/100km",Kombi,Tak,,5,5,Szary,Metalik,,,Niemcy,09 grudzień 2015,ZKO 5VM8,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-sprzedam-piekny-samochod-audi-a4-ID6GdMFB.html,Audi A4 Avant 1.9 TDI,1 896 cm3 • 110 KM • sprzedam piękny samochód AUDI A4,1997,400 000 km,Diesel,5 000,Prywatne,Tak,Tak,Audi,A4,Avant 1.9 TDI,B5 (1995-2001),1997,400 000 km,1 896 cm3,Diesel,110 KM,Manualna,,Na przednie koła,,,,4.0 l/100km,6 l/100km,Kombi,,,5,5,Czerwony,,,,Niemcy,styczeń 1997,DWR8390N,Tak,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-audi-a4-kombi-hak-18-cali-automat-ID6FP2iB.html,Audi A4 2.0 TDI S tronic,"1 968 cm3 • 150 KM • Audi A4 kombi, Hak, 18 cali, automat,",2016,137 000 km,Diesel,68 999,Prywatne,Tak,Tak,Audi,A4,2.0 TDI S tronic,B9 (2015-),2016,137 000 km,1 968 cm3,Diesel,150 KM,Automatyczna,,Na przednie koła,,,,3.0 l/100km,4 l/100km,Kombi,,104 g/km,5,5,Biały,,,,Niemcy,16 sierpień 2016,ESI 44666,Tak,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-rs-q3-audi-rsq3-salon-polska-gwarancja-2026-ID6GdMER.html,Audi RS Q3,"2 500 cm3 • 400 KM • audi RSQ3,salon Polska,gwarancja 2026",2021,50 000 km,Benzyna,300 000,Prywatne,Tak,,Audi,RS Q3,,,2021,50 000 km,2 500 cm3,Benzyna,400 KM,Automatyczna,,4x4 (stały),,,,,,SUV,,,5,5,Czerwony,Metalik,8 Marca 2026,,Polska,08 marzec 2021,,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-ID6GdMEF.html,Audi A3 2.0 TDI DPF Ambition,1 968 cm3 • 140 KM,2009,220 000 km,Diesel,29 500,Prywatne,Tak,Tak,Audi,A3,2.0 TDI DPF Ambition,8P (2003-2012),2009,220 000 km,1 968 cm3,Diesel,140 KM,Manualna,,Na przednie koła,,,,4.0 l/100km,7 l/100km,Kompakt,,148 g/km,5,,Niebieski,,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-sq7-audi-sq7-uszkodzona-ID6FXj9o.html,Audi SQ7,3 956 cm3 • 320 KM • Audi Sq7 uszkodzona,2016,149 500 km,Diesel,84 999,Prywatne,Tak,,Audi,SQ7,,,2016,149 500 km,3 956 cm3,Diesel,320 KM,Automatyczna,,,,,,,,SUV,Tak,,5,,Czarny,,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-2-0-170km-benzyna-avant-webasto-climatronic-led-pneumatyka-automat-ID6GdMDT.html,Audi A6 Avant 2.0 TFSI multitronic,"1 984 cm3 • 170 KM • 2.0 170KM Benzyna AVANT! Webasto Climatronic, Led, Pneumatyka, Automat",2006,228 000 km,Benzyna,18 900,Prywatne,Tak,Tak,Audi,A6,Avant 2.0 TFSI multitronic,C6 (2004-2011),2006,228 000 km,1 984 cm3,Benzyna,170 KM,Automatyczna,,Na przednie koła,,,,6.2 l/100km,"10,50 l/100km",Kombi,,181 g/km,5,5,Czarny,Metalik,,,Niemcy,28 wrzesień 2006,DE,,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-2-0-170km-benzyna-avant-webasto-climatronic-led-pneumatyka-automat-ID6GdMDT.html,Audi A6 Avant 2.0 TFSI multitronic,"1 984 cm3 • 170 KM • 2.0 170KM Benzyna AVANT! Webasto Climatronic, Led, Pneumatyka, Automat",2006,228 000 km,Benzyna,18 900,Prywatne,Tak,Tak,Audi,A6,Avant 2.0 TFSI multitronic,C6 (2004-2011),2006,228 000 km,1 984 cm3,Benzyna,170 KM,Automatyczna,,Na przednie koła,,,,6.2 l/100km,"10,50 l/100km",Kombi,,181 g/km,5,5,Czarny,Metalik,,,Niemcy,28 wrzesień 2006,DE,,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q5-audi-q5-2014-premium-plus-410km-apr-stage-ii-ID6FO2Ei.html,Audi Q5 3.0 TFSI Quattro Tiptronic,2 995 cm3 • 272 KM • Audi Q5 2014 Premium Plus 410KM APR STAGE II,2014,220 000 km,Benzyna,80 000,Prywatne,Tak,Tak,Audi,Q5,3.0 TFSI Quattro Tiptronic,8R (2008-2016),2014,220 000 km,2 995 cm3,Benzyna,272 KM,Automatyczna,,4x4 (stały),,,,6.0 l/100km,11 l/100km,SUV,,199 g/km,5,5,Czarny,Perłowy,,,Stany Zjednoczone,,,Tak,,,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-1-8-turbo-pakiet-chrom-alufelgi-z-niemiec-po-oplatach-ID6GdMDe.html,Audi A4 Avant 1.8T,1 781 cm3 • 163 KM • 1.8 TURBO_pakiet chrom_alufelgi_z Niemiec_po opłatach,2006,240 000 km,Benzyna,21 900,Prywatne,Tak,Tak,Audi,A4,Avant 1.8T,B7 (2004-2007),2006,240 000 km,1 781 cm3,Benzyna,163 KM,Manualna,,Na przednie koła,,,,6.0 l/100km,11 l/100km,Kombi,,,5,5,Niebieski,Metalik,,,Niemcy,,,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-1-4-125-km-esp-alu-17-climatronic-xenon-niemcy-oplacony-ID6GdMb6.html,Audi A3 1.4 TFSI Attraction,1 390 cm3 • 125 KM • 1.4 * 125 KM * ESP * Alu 17* Climatronic * Xenon * Niemcy OPŁACONY !!,2007,265 525 km,Benzyna,19 500,Prywatne,Tak,Tak,Audi,A3,1.4 TFSI Attraction,8P (2003-2012),2007,265 525 km,1 390 cm3,Benzyna,125 KM,Manualna,,Na przednie koła,,,,4.0 l/100km,7 l/100km,Kompakt,,134 g/km,5,5,Czarny,Perłowy,,,Niemcy,30 listopad 2007,COAK187,,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-ID6G5h9L.html,Audi A3 1.6 TDI,1 598 cm3 • 110 KM,2016,120 169 km,Diesel,59 900,Prywatne,Tak,Tak,Audi,A3,1.6 TDI,8V (2012-),2016,120 169 km,1 598 cm3,Diesel,110 KM,Manualna,,Na przednie koła,,,,3.0 l/100km,4 l/100km,Sedan,,98 g/km,4,5,Biały,Perłowy,,,Belgia,25 marzec 2016,PGO56536,Tak,,Tak,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-audi-a4-b8-1-8-tfsi-ID6FylJq.html,Audi A4 1.8 TFSI Multitronic,1 798 cm3 • 160 KM • Audi a4 b8 1.8 TFSI,2009,187 500 km,Benzyna,34 900,Prywatne,Tak,Tak,Audi,A4,1.8 TFSI Multitronic,B8 (2007-2015),2009,187 500 km,1 798 cm3,Benzyna,160 KM,Automatyczna,,,,,,,10 l/100km,Kombi,,,5,5,Srebrny,Metalik,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a5-audi-a5-quattro-tiptronic-220km-ID6FP6Yr.html,Audi A5,1 984 cm3 • 224 KM • Audi A5 Quattro Tiptronic 220km,2014,145 000 km,Benzyna,59 000,Prywatne,Tak,Tak,Audi,A5,,8T (2007-2016),2014,145 000 km,1 984 cm3,Benzyna,224 KM,Automatyczna,,4x4 (stały),,,,,,Coupe,,,2,4,Czarny,Metalik,,,Kanada,,,Tak,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-audi-a6-c5-2-4-benzyna-lpg-2003r-6-biegow-manual-hak-zamiana-na-4x4-ID6G6tmo.html,Audi A6,2 393 cm3 • 170 KM • Audi A6 C5 2.4 benzyna/LPG 2003r. 6 biegów manual HAK zamiana na 4x4,2003,351 700 km,Benzyna+LPG,7 900,Prywatne,Tak,Tak,Audi,A6,,C5 (1997-2004),2003,351 700 km,2 393 cm3,Benzyna+LPG,170 KM,Manualna,,,,,,,,Kombi,,,5,5,Czarny,,,,,13 luty 2003,SL-3155G,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-allroad-audi-a6-allroud-3-0tdi-2016r-ID6GdIbe.html,Audi A6 Allroad 3.0 TDI Quattro S tronic,2 967 cm3 • 272 KM • Audi a6 allroud 3.0TDI 2016r.,2016,183 000 km,Diesel,105 000,Prywatne,Tak,Tak,Audi,A6 Allroad,3.0 TDI Quattro S tronic,C7 (2012-),2016,183 000 km,2 967 cm3,Diesel,272 KM,Automatyczna,,4x4 (stały),,,,5.0 l/100km,6 l/100km,Kombi,,149 g/km,5,5,Czarny,,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-audi-a4-b8-avant-wentylowane-fotele-ID6FFZTl.html,Audi A4,"1 968 cm3 • 149 KM • Audi a4 B8 Avant, WENTYLOWANE fotele!",2013,310 000 km,Diesel,38 500,Prywatne,Tak,Tak,Audi,A4,,B8 (2007-2015),2013,310 000 km,1 968 cm3,Diesel,149 KM,Automatyczna,,Na przednie koła,,,,,,Kombi,,,5,5,Czarny,Metalik,,,Niemcy,,,Tak,,Tak,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a5-audi-a5-2010-r-3xs-line-ID6GdMly.html,Audi A5 2.0 TDI,"1 968 cm3 • 170 KM • Audi A5 2010 r, 3xS-line!",2010,348 000 km,Diesel,49 000,Prywatne,Tak,Tak,Audi,A5,2.0 TDI,8T (2007-2016),2010,348 000 km,1 968 cm3,Diesel,170 KM,Manualna,,Na przednie koła,,,,4.0 l/100km,6 l/100km,Sedan,,137 g/km,5,5,Biały,,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-audi-a3-tdi-ambition-2005r-w-pelni-sprawny-ID6G88Kr.html,Audi A3 2.0 TDI Ambition,1 968 cm3 • 140 KM • Audi a3 TDI Ambition 2005r. w pełni sprawny,2005,283 378 km,Diesel,12 000,Prywatne,Tak,,Audi,A3,2.0 TDI Ambition,8P (2003-2012),2005,283 378 km,1 968 cm3,Diesel,140 KM,Manualna,,,,,,,7 l/100km,Kompakt,,,3,5,Srebrny,Metalik,,,,25 październik 2005,,Tak,,Tak,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-audi-a4-b8-lift-perfekcyjna-ID6GdMxP.html,Audi A4 Avant 2.0 TDI DPF multitronic Ambiente,1 968 cm3 • 150 KM • Audi a4 b8 lift perfekcyjna,2014,239 000 km,Diesel,49 850,Prywatne,Tak,,Audi,A4,Avant 2.0 TDI DPF multitronic Ambiente,B8 (2007-2015),2014,239 000 km,1 968 cm3,Diesel,150 KM,Automatyczna,,,,,,,"5,60 l/100km",Kombi,,,5,5,Czarny,Metalik,,,Niemcy,,,Tak,,,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-audi-a4-b9-40-tdi-quattro-stronic-lift-fv-23-108-tys-km-ID6Gcri6.html,Audi A4 40 TDI Quattro S tronic,1 968 cm3 • 190 KM • Audi A4 B9 40 TDI Quattro Stronic - lift - Fv 23% - 108 tyś km,2018,108 000 km,Diesel,125 999,Prywatne,Tak,Tak,Audi,A4,40 TDI Quattro S tronic,B9 (2015-),2018,108 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,,4x4 (stały),,,,4.0 l/100km,5 l/100km,Kombi,,134 g/km,5,5,Czarny,Metalik,,,Polska,12 luty 2019,DOL 2460C,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-audi-a6-c7-2-0-tdi-ID6G05tk.html,Audi A6 2.0 TDI,1 968 cm3 • 177 KM • AUDI A6 c7 2.0 TDI,2013,323 000 km,Diesel,49 900,Prywatne,Tak,,Audi,A6,2.0 TDI,C7 (2011-2018),2013,323 000 km,1 968 cm3,Diesel,177 KM,Manualna,,Na przednie koła,,,,,6 l/100km,Sedan,,,4,,Szary,Metalik,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-1-6-tdi-105-km-nawigacja-kamera-cofania-caly-orginalny-lakier-ID6GdMvS.html,Audi A3 1.6 TDI Sportback DPF Ambition,1 598 cm3 • 90 KM • 1.6 TDI 105 KM Nawigacja kamera Cofania Cały Orginalny Lakier,2010,215 514 km,Diesel,29 500,Prywatne,Tak,Tak,Audi,A3,1.6 TDI Sportback DPF Ambition,8P (2003-2012),2010,215 514 km,1 598 cm3,Diesel,90 KM,Manualna,,,,,,,"5,30 l/100km",Kompakt,,,5,5,Biały,,,,,02 lipiec 2010,AW788DE,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a8-bezwypadkowy-full-wersja-ID6GdMpt.html,Audi A8 50 TDI mHEV Quattro Tiptr,2 967 cm3 • 286 KM • Bezwypadkowy FULL wersja,2017,218 000 km,Diesel,239 000,Prywatne,Tak,Tak,Audi,A8,50 TDI mHEV Quattro Tiptr,D5 (2017-),2017,218 000 km,2 967 cm3,Diesel,286 KM,Automatyczna,,4x4 (stały),,,,5.0 l/100km,8 l/100km,Sedan,,170 g/km,4,5,Czarny,Perłowy,,,Niemcy,28 listopad 2017,FZA77813,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-pierwszy-wlasciciel-po-remoncie-silnika-ID6GdMqG.html,Audi A4 Avant 2.0 TFSI quattro Attraction,"1 984 cm3 • 211 KM • Pierwszy właściciel, Po remoncie silnika",2012,282 000 km,Benzyna,51 900,Prywatne,Tak,Tak,Audi,A4,Avant 2.0 TFSI quattro Attraction,B8 (2007-2015),2012,282 000 km,1 984 cm3,Benzyna,211 KM,Manualna,,4x4 (stały),,,,5.8 l/100km,9 l/100km,Kombi,,162 g/km,5,5,Inny kolor,Metalik,,,Austria,,,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-audi-a6-c7-ID6G8GZT.html,Audi A6,1 968 cm3 • 150 KM • Audi A6 C7,2015,168 000 km,Diesel,79 900,Prywatne,Tak,Tak,Audi,A6,,C7 (2011-2018),2015,168 000 km,1 968 cm3,Diesel,150 KM,Automatyczna,,Na przednie koła,,,,4.1 l/100km,"4,90 l/100km",Kombi,,114 g/km,5,5,Szary,,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-c6-lift-2-0tdi-avant-2009r-oplacony-ID6GdLVP.html,Audi A6 2.0 TDI,1 968 cm3 • 140 KM • C6 Lift 2.0tdi Avant 2009r OPŁACONY,2009,253 840 km,Diesel,32 300,Prywatne,Tak,,Audi,A6,2.0 TDI,C6 (2004-2011),2009,253 840 km,1 968 cm3,Diesel,140 KM,Manualna,,Na tylne koła,,,,,8 l/100km,Kombi,,,5,5,Biały,Perłowy,,,Austria,,,,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q7-3-0tdi-272km-full-s-line-7-osob-skretna-os-kamery-360-pneumatyka-ID6GdMtx.html,Audi Q7 3.0 TDI Quattro Tiptronic,"2 967 cm3 • 272 KM • 3.0tdi 272km. Full S-line 7-osób, Skrętna Oś, kamery 360 ,pneumatyka",2015,169 000 km,Diesel,149 900,Prywatne,Tak,Tak,Audi,Q7,3.0 TDI Quattro Tiptronic,II (2015-),2015,169 000 km,2 967 cm3,Diesel,272 KM,Automatyczna,,4x4 (stały),,,,5.0 l/100km,6 l/100km,SUV,,149 g/km,5,,Szary,,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-fv-23-s-line-matrix-beam-virtual-cocpit-bang-olufsen-masaze-ID6G8yPe.html,Audi A4 2.0 TDI S tronic,1 968 cm3 • 190 KM • FV 23% / S-LINE / MATRIX BEAM / VIRTUAL COCPIT / Bang Olufsen / Masaże,2019,189 000 km,Diesel,89 900,Firma,Tak,Tak,Audi,A4,2.0 TDI S tronic,B9 (2015-),2019,189 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,,Na przednie koła,,,,,5 l/100km,Kombi,,,5,5,Czarny,Metalik,,,Niemcy,,S-LINE,,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-50-tdi-286km-3x-s-line-quattro-tiptronic-bang-olufsen-ID6GbMQT.html,Audi A6 Avant 50 TDI quattro tiptronic S line,2 967 cm3 • 286 KM • 50 TDI 286KM 3x S line Quattro Tiptronic Bang&Olufsen,2021,104 000 km,Diesel,173 900,Firma,Tak,,Audi,A6,Avant 50 TDI quattro tiptronic S line,C8 (2018-),2021,104 000 km,2 967 cm3,Diesel,286 KM,Automatyczna,,4x4 (stały),,,,,,Kombi,,,5,5,Czarny,Metalik,,,Niemcy,,,,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-audi-a3-s-line-led-xenon-bogate-wyposazenie-ID6GdMqY.html,Audi A3 2.0 TDI Ambiente,"1 968 cm3 • 140 KM • Audi A3, S line, Led, xenon, bogate wyposażenie",2009,227 000 km,Diesel,34 900,Prywatne,Tak,Tak,Audi,A3,2.0 TDI Ambiente,8P (2003-2012),2009,227 000 km,1 968 cm3,Diesel,140 KM,Manualna,,Na przednie koła,,,,4.0 l/100km,7 l/100km,Kompakt,,,5,5,Czarny,Metalik,,,Niemcy,03 styczeń 2019,KDA9N05,Tak,,Tak,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-1-8t-190km-s-line-plus-bi-xen-navi-mmi-bose-webasto-4xgrz-fot-17-top-ID6GdMrx.html,Audi A4 Avant 1.8T,1 781 cm3 • 163 KM • 1.8T 190KM S-line Plus Bi-Xen Navi Mmi Bose Webasto 4xGrz.Fot 17'-TOP,2006,215 552 km,Benzyna,29 900,Prywatne,Tak,Tak,Audi,A4,Avant 1.8T,B7 (2004-2007),2006,215 552 km,1 781 cm3,Benzyna,163 KM,Manualna,,Na przednie koła,,,,6.0 l/100km,11 l/100km,Kombi,,,5,5,Inny kolor,,,,Niemcy,,,,,Tak,,Używane
